EC:2.7.1.41	GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN
EC:2.7.11.26	TAU-PROTEIN-KINASE-RXN
EC:1.4.1.2	GLUTAMATE-DEHYDROGENASE-RXN
EC:1.6.99.1	NADPH-DEHYDROGENASE-RXN
EC:3.1.4.37	RXN-12058,RXN-12059,RXN-12057,3.1.4.37-RXN,RXN-12060
EC:2.2.1.1	2TRANSKETO-RXN,1TRANSKETO-RXN
EC:1.14.13.132	SQUALENE-MONOOXYGENASE-RXN
EC:2.1.1.270	RXN-4002
EC:2.8.1.9	RXN-8351
EC:3.5.5.4	3.5.5.4-RXN
EC:4.2.3.111	RXN-5101
EC:4.2.3.120	RXN-5107
EC:4.2.3.119	RXN-5106
EC:3.1.1.14	RXN-8357,RXN-7738,RXN-12686,CHLOROPHYLLASE-RXN
EC:4.2.3.106	RXN-5109
EC:4.2.3.113	RXN-5108
EC:2.3.1.243	MYRISTOYLACYLTRAN-RXN
EC:5.1.2.3	OHBUTYRYL-COA-EPIM-RXN,5.1.2.3-RXN
EC:1.1.1.178	1.1.1.178-RXN
EC:2.7.11.31	2.7.1.109-RXN
EC:2.4.1.264	RXN-11790
EC:2.7.8.31	RXN-11791
EC:3.4.23.4	3.4.23.4-RXN
EC:2.4.1.14	SUCROSE-PHOSPHATE-SYNTHASE-RXN
EC:1.13.11.15	1.13.11.15-RXN
EC:4.1.1.19	ARGDECARBOX-RXN
EC:4.1.99.13	RXN-10771
EC:1.14.12.10	BENZOATE-12-DIOXYGENASE-RXN
EC:4.2.3.45	RXN-10775
EC:3.6.1.60	RXN-10774,RXN-10967
EC:2.4.1.102	2.4.1.102-RXN
EC:1.1.1.120	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN
EC:1.1.1.360	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN,GLUCOSE-1-DEHYDROGENASE-NADP+-RXN
EC:3.1.1.73	3.1.1.73-RXN
EC:3.1.1.57	RXN-2462
EC:3.6.3.54	RXN-14455
EC:3.5.3.25	RXN-14457
EC:2.6.99.3	RXN-14458
EC:5.1.1.19	RXN-14459
EC:3.4.17.22	3.4.17.22-RXN
EC:1.14.11.12	RXN1F-168
EC:1.14.11.33	RXN0-985,RXN0-984,RXN-12353,RXN0-986
EC:1.1.1.58	ALTRO-OXIDOREDUCT-RXN
EC:3.1.13.4	3.1.13.4-RXN
EC:3.5.4.17	AMP-DEAMINASE-RXN
EC:3.5.4.6	AMP-DEAMINASE-RXN
EC:3.2.1.3	RXN-9024,3.2.1.3-RXN
EC:5.3.1.3	DARABISOM-RXN,RXN-14969
EC:2.7.1.100	5-METHYLTHIORIBOSE-KINASE-RXN
EC:2.6.1.86	RXN-9028
EC:3.2.2.23	3.2.2.23-RXN
EC:3.4.23.18	3.4.23.18-RXN
EC:2.6.99.2	PDXJ-RXN
EC:4.2.2.5	4.2.2.5-RXN,RXN-11572
EC:1.1.1.223	ISOPIPERITENOL-DEHYDROGENASE-RXN
EC:2.4.1.237	RXN-8263,RXN-8264
EC:1.1.1.85	RXN-13158,RXN-14986
EC:4.2.1.108	R103-RXN
EC:3.2.1.14	RXN0-4082,3.2.1.14-RXN,RXN-12624,RXN-12623
EC:1.1.1.291	1.1.1.291-RXN
EC:2.7.1.160	2.7.1.160-RXN
EC:1.13.12.16	RXN-16322,2-NITROPROPANE-DIOXYGENASE-RXN
EC:2.4.1.226	RXN-16324
EC:2.4.1.175	RXN-16325
EC:3.5.1.6	BETA-UREIDOPROPIONASE-RXN,RXN-11210
EC:1.8.4.13	1.8.4.13-RXN
EC:1.1.1.281	GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN
EC:3.1.4.39	3.1.4.39-RXN
EC:1.1.1.256	9-FLUORENOL-DEHYDROGENASE-RXN
EC:6.3.4.13	GLYRIBONUCSYN-RXN
EC:4.4.1.13	RXN-6763
EC:4.1.2.11	HYDROXYMANDELONITRILE-LYASE-RXN
EC:3.1.21.4	3.1.21.4-RXN
EC:1.1.2.5	1.1.2.5-RXN
EC:2.7.8.23	2.7.8.23-RXN,RXN-10828,RXN-10827
EC:3.2.2.22	3.2.2.22-RXN
EC:2.4.99.17	RXN0-1342
EC:2.7.1.178	DEOXYGLUCONOKIN-RXN,DEHYDDEOXGALACTKIN-RXN
EC:2.7.1.45	DEOXYGLUCONOKIN-RXN
EC:6.2.1.15	ARACHIDONATE--COA-LIGASE-RXN
EC:2.7.9.5	RXN-12204,RXN-12202,2.7.9.5-RXN
EC:2.7.9.4	RXN-12203,RXN-12201,2.7.9.4-RXN
EC:3.4.24.71	3.4.24.71-RXN
EC:2.4.1.174	2.4.1.174-RXN
EC:4.2.1.83	RXN-2463
EC:1.1.1.93	TARTRATE-DEHYDROGENASE-RXN,RXN-8643
EC:2.1.1.277	RXN-14453
EC:4.1.3.17	RXN-2464,RXN-12074,4.1.3.17-RXN
EC:5.3.1.9	PGLUCISOM-RXN,RXN-6182,RXN-13720
EC:3.4.24.28	3.4.24.28-RXN
EC:2.2.1.3	FORMALDEHYDE-TRANSKETOLASE-RXN
EC:4.3.1.12	ORNITHINE-CYCLODEAMINASE-RXN
EC:5.3.1.14	RHAMNISOM-RXN
EC:1.5.1.9	1.5.1.9-RXN
EC:1.14.13.70	RXN3O-130,RXN-13961,RXN-11881,1.14.13.70-RXN,RXN-13707
EC:5.5.1.2	5.5.1.2-RXN
EC:1.13.11.19	CYSTEAMINE-DIOXYGENASE-RXN
EC:1.14.14.9	RXN-8505
EC:1.5.1.37	RXN-8506
EC:2.7.2.8	RXN-15005,ACETYLGLUTKIN-RXN
EC:1.2.1.38	RXN-15006,N-ACETYLGLUTPREDUCT-RXN
EC:2.6.1.11	RXN-15007,ACETYLORNTRANSAM-RXN
EC:3.4.24.66	3.4.24.66-RXN
EC:3.4.13.5	X-METHYL-HIS-DIPEPTIDASE-RXN,3.4.13.5-RXN
EC:2.8.1.1	THIOSULFATE-SULFURTRANSFERASE-RXN,RXN0-6359
EC:4.4.1.3	DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN
EC:2.7.7.19	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
EC:3.6.3.39	3.6.3.39-RXN
EC:3.4.21.107	3.4.21.107-RXN
EC:1.1.3.20	RXN-4444,LONG-CHAIN-ALCOHOL-OXIDASE-RXN
EC:2.4.1.231	RXN-4441
EC:3.4.21.97	3.4.21.97-RXN
EC:1.14.20.1	1.14.20.1-RXN
EC:4.2.3.3	METHGLYSYN-RXN
EC:1.1.1.4	RR-BUTANEDIOL-DEHYDROGENASE-RXN
EC:2.5.1.120	RXN-15264
EC:6.3.2.41	RXN-15265
EC:6.3.1.17	RXN-15266
EC:6.3.2.42	RXN-15267
EC:3.5.4.3	RXN-15261,GUANINE-DEAMINASE-RXN
EC:5.1.1.13	ASPARTATE-RACEMASE-RXN
EC:1.1.1.108	CARNITINE-3-DEHYDROGENASE-RXN
EC:1.3.7.5	1.3.7.5-RXN
EC:5.4.2.6	BETA-PHOSPHOGLUCOMUTASE-RXN
EC:1.1.1.219	DIHYDROKAEMPFEROL-4-REDUCTASE-RXN,RXN-600,RXN-7784
EC:2.1.1.173	RXN-11574
EC:1.1.2.7	RXN-2861,RXN-11332
EC:5.3.2.8	RXN-9983
EC:4.4.1.15	DCYSDESULF-RXN
EC:1.14.13.126	RXN-14052,RXN-9830,RXN-14053,RXN-12069
EC:2.4.1.62	GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN
EC:2.7.1.40	RXN-14207,PEPDEPHOS-RXN,RXN-14117,RXN-14192
EC:2.1.1.187	RXN-11573
EC:1.14.13.195	RXN-11128
EC:3.5.3.6	ARGININE-DEIMINASE-RXN
EC:1.1.1.264	1.1.1.264-RXN,L-IDONATE-2-DEHYDROGENASE-RXN
EC:3.4.21.85	3.4.21.85-RXN
EC:2.1.1.167	RXN-11581
EC:2.5.1.3	THI-P-SYN-RXN,RXN-12610,RXN-12611
EC:2.1.1.169	RXN-11585
EC:2.1.1.192	RXN-11586
EC:2.1.1.186	RXN-11589
EC:2.1.1.185	RXN-11588
EC:2.4.2.9	URACIL-PRIBOSYLTRANS-RXN
EC:3.5.99.2	RXN-12613,THIAMINASE-RXN
EC:3.4.21.45	3.4.21.45-RXN,RXN-12909
EC:5.3.3.13	5.3.3.13-RXN
EC:1.1.3.5	RXN-13741,GLUCOSE-OXIDASE-RXN,RXN-13740
EC:1.3.99.12	2-MEBUCOA-FAD-RXN
EC:5.4.99.1	METHYLASPARTATE-MUTASE-RXN
EC:1.14.11.28	1.14.11.28-RXN
EC:4.2.1.57	ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN
EC:2.7.4.24	2.7.4.24-RXN,RXN-10979,RXN-10973,RXN-10972,RXN-10974
EC:1.5.1.39	FMNREDUCT-RXN
EC:1.1.1.37	MALATE-DEH-RXN
EC:4.1.2.21	DEHYDDEOXPHOSGALACT-ALDOL-RXN
EC:1.7.2.2	1.7.2.2-RXN,RXN0-5198
EC:1.1.1.248	1.1.1.248-RXN
EC:1.14.11.25	RXN-7982,RXN-7983
EC:3.5.2.15	R468-RXN
EC:3.1.3.45	KDO-8PPHOSPHAT-RXN
EC:2.7.1.91	RXN3O-458,SPHINGANINE-KINASE-RXN
EC:1.13.11.25	1.13.11.25-RXN
EC:1.2.1.36	RETINAL-DEHYDROGENASE-RXN,RXN-12585
EC:3.1.3.48	PROTEIN-TYROSINE-PHOSPHATASE-RXN
EC:1.3.98.1	RXN-9929
EC:1.1.3.41	RXN-9926,1.1.3.41-RXN
EC:1.1.1.255	1.1.1.255-RXN
EC:4.1.1.21	AIRCARBOXY-RXN
EC:1.1.1.266	1.1.1.266-RXN,RXN-14532
EC:2.4.1.141	2.4.1.141-RXN
EC:1.1.99.13	LACTOSE-DEHYDRO-RXN,GLUCOSIDE-3-DEHYDROGENASE-RXN
EC:3.2.1.153	3.2.1.153-RXN,3.2.1.80-RXN
EC:1.1.1.117	1.1.1.117-RXN
EC:3.1.27.3	3.1.27.3-RXN
EC:2.4.1.58	RXN0-5126,2.4.1.58-RXN
EC:2.4.1.300	RXN-13969,RXN-14434,RXN-14446,RXN-14448,RXN-14447,RXN-14440,RXN-14442
EC:1.1.1.38	1.1.1.39-RXN,OXALODECARB-RXN
EC:1.1.1.39	1.1.1.39-RXN
EC:3.4.21.70	3.4.21.70-RXN
EC:1.2.1.17	GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN
EC:1.14.13.154	RXN-12926,RXN-12925
EC:2.1.1.254	RXN-12924,RXN-12923
EC:1.14.13.142	RXN-12691
EC:1.1.1.145	RXN-12693,RXN66-342,1.1.1.145-RXN,RXN-12747,RXN-12789,RXN66-353,RXN66-350
EC:2.7.6.5	GDPPYPHOSKIN-RXN,GTPPYPHOSKIN-RXN
EC:3.4.23.20	3.4.23.20-RXN
EC:4.1.1.65	PHOSPHASERDECARB-RXN
EC:3.4.24.86	3.4.24.86-RXN
EC:6.1.1.13	6.1.1.13-RXN
EC:3.7.1.14	RXN-12070,MHPCHYDROL-RXN
EC:1.3.1.87	RXN-12071,PHENPRODIOLDEHYDROG-RXN
EC:1.2.7.10	RXN-12077
EC:2.1.1.94	2.1.1.94-RXN,RXN-7848
EC:1.10.3.1	RXN-8332,CATECHOL-OXIDASE-RXN
EC:2.1.1.35	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
EC:2.4.1.co	RXN-16570
EC:2.6.1.64	2.6.1.64-RXN
EC:5.4.99.11	ISOMALTULOSE-SYNTHASE-RXN
EC:3.5.3.9	ALLANTOATE-DEIMINASE-RXN
EC:3.4.11.9	3.4.11.9-RXN
EC:6.4.1.6	6.4.1.6-RXN
EC:3.2.2.15	3.2.2.15-RXN
EC:2.3.1.17	ASPARTATE-N-ACETYLTRANSFERASE-RXN
EC:3.1.2.3	SUCCINYL-COA-HYDROLASE-RXN
EC:3.5.1.101	RXN-10757,RXN-10758,RXN-13714
EC:3.5.1.99	RXN-10756,RXN6666-2
EC:2.4.1.247	RXN-10755
EC:4.2.3.105	RXN-5121
EC:3.5.1.100	RXN-10759,RXN-13715,RXN-10760,RXN-14174,RXN-14173
EC:2.8.2.27	2.8.2.27-RXN
EC:2.6.1.28	2.6.1.28-RXN,RXN-7708
EC:2.7.1.73	GUANOSINEKIN-RXN,INOSINEKIN-RXN
EC:2.1.1.44	RXN-14437,RXN-14431,RXN-14438,2.1.1.44-RXN
EC:6.5.1.1	DNA-LIGASE-ATP-RXN
EC:6.5.1.6	DNA-LIGASE-ATP-RXN,DNA-LIGASE-NAD+-RXN
EC:6.5.1.7	DNA-LIGASE-ATP-RXN,RXN-15712,RXN-15713
EC:3.1.11.2	3.1.11.2-RXN
EC:2.4.1.299	RXN-14432,RXN-14439,RXN-13967,RXN-14441,RXN-13970
EC:1.14.12.21	RXN-2401
EC:4.1.1.85	RXN0-705
EC:1.1.1.130	RXN0-703,3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN
EC:1.13.11.46	1.13.11.46-RXN
EC:1.8.98.1	1.8.98.1-RXN
EC:3.2.1.28	TREHALA-RXN
EC:2.5.1.39	RXN-9003,2.5.1.39-RXN,RXN-9230,4OHBENZOATE-OCTAPRENYLTRANSFER-RXN,RXN-9222,RXN-11368
EC:1.1.1.309	RXN-9009
EC:1.14.12.1	1.14.12.1-RXN
EC:2.2.1.6	ACETOLACTSYN-RXN,ACETOOHBUTSYN-RXN
EC:2.7.7.31	DNA-NUCLEOTIDYLEXOTRANSFERASE-RXN
EC:1.5.99.4	NICOTINE-DEHYDROGENASE-RXN,R161-RXN
EC:3.2.1.154	3.2.1.154-RXN
EC:1.5.1.8	1.5.1.8-RXN
EC:1.2.1.26	25-DIOXOVALERATE-DEHYDROGENASE-RXN
EC:4.2.1.20	TRYPSYN-RXN
EC:1.2.1.11	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
EC:4.2.2.24	RXN-12268
EC:2.3.1.225	RXN-14554
EC:3.1.1.87	RXN-12265
EC:2.4.1.304	RXN-14557
EC:2.5.1.103	RXN-12263
EC:1.14.13.98	1.14.13.98-RXN
EC:3.2.1.37	3.2.1.37-RXN
EC:2.1.1.287	RXN-14550
EC:2.4.2.6	NUCLEOSIDE-DEOXYRIBOSYLTRANSFERASE-RXN
EC:3.6.3.10	3.6.3.10-RXN
EC:3.2.1.76	3.2.1.76-RXN
EC:1.7.1.3	NITRATE-REDUCTASE-NADPH-RXN
EC:1.14.13.24	3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN
EC:1.2.4.4	1.2.4.4-RXN,KETOISOCAPROATE-RXN,METHYLVALERATE-RXN
EC:1.14.13.8	RXN66-81,1.14.13.8-RXN
EC:2.1.1.49	RXN66-82,RXN-6461,AMINE-N-METHYLTRANSFERASE-RXN
EC:3.4.11.26	RXN-12488
EC:3.5.1.24	CHOLOYLGLYCINE-HYDROLASE-RXN
EC:4.1.1.32	RXN-12481,4.1.1.32-RXN
EC:2.1.1.223	RXN-12480
EC:3.4.14.1	3.4.14.1-RXN
EC:2.7.7.78	RXN-12486
EC:3.6.3.20	3.6.3.20-RXN,ABC-34-RXN
EC:1.2.1.85	RXN-8527
EC:1.1.1.237	HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN,RXN-7632
EC:5.3.2.6	RXN-8529
EC:2.4.1.316	RXN-15063
EC:1.2.3.3	1.2.3.3-RXN
EC:2.1.1.110	2.1.1.110-RXN,RXN-9501
EC:2.4.1.170	RXN-4319,RXN-4761,RXN-4702,ISOFLAVONE-7-O-GLUCOSYLTRANSFERASE-RXN,RXN-3584,RXN-3581,RXN-4201
EC:3.1.1.13	STEROL-ESTERASE-RXN,RXN-15133,RXN-15135
EC:5.1.2.2	MANDELATE-RACEMASE-RXN,HYDROXY-MANDELATE-RACEMASE-RXN
EC:1.1.99.32	RXN-8782
EC:3.1.1.17	RXN-8783,GLUCONOLACT-RXN
EC:6.1.2.2	RXN-15284,RXN-15285,RXN-15287
EC:3.2.1.31	RXN-15289,BETA-GLUCURONID-RXN,RXN-15291
EC:3.5.1.44	CHEBDEAMID-RXN
EC:2.3.1.57	RXN-9939,SPERMACTRAN-RXN,DIAMACTRANS-RXN,RXN-0
EC:4.3.1.7	ETHAMLY-RXN
EC:4.1.3.24	MALYL-COA-LYASE-RXN,RXN-8961
EC:2.3.1.75	RXNQT-4193,RXN-12639,RXN-9356,2.3.1.75-RXN
EC:2.1.1.222	RXN-9240,RXN-9233,RXN-9225,RXN-12160,2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
EC:4.3.1.19	THREDEHYD-RXN
EC:3.1.6.12	3.1.6.12-RXN
EC:2.1.1.265	RXN0-6576
EC:4.3.99.3	RXN0-6575
EC:4.2.2.21	RXN-11615,4.2.2.21-RXN,RXN-11577
EC:2.4.99.13	KDOTRANS2-RXN
EC:1.2.1.y	RXN-11619
EC:3.2.1.35	RXN-11618,RXN-11620,3.2.1.35-RXN
EC:3.2.1.32	3.2.1.32-RXN
EC:6.3.4.5	ARGSUCCINSYN-RXN,RXN-10
EC:3.1.4.50	GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN
EC:2.4.1.79	2.4.1.79-RXN
EC:1.1.1.59	3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN
EC:2.7.8.12	2.7.8.12-RXN,TEICHOICSYN4-RXN
EC:2.7.11.16	2.7.11.16-RXN
EC:3.2.1.185	RXN-14089
EC:2.1.1.292	RXN-14833,RXN-14826,RXN-14828,RXN-14832
EC:3.5.1.76	3.5.1.76-RXN
EC:2.1.1.288	RXN-14831
EC:2.5.1.70	2.5.1.70-RXN
EC:1.14.13.55	1.14.13.55-RXN
EC:4.1.1.76	4.1.1.76-RXN
EC:6.3.2.14	ENTMULTI-RXN
EC:4.2.1.143	RXN-9494
EC:1.14.13.175	RXN-9497,RXN-9502
EC:2.3.2.13	2.3.2.13-RXN
EC:1.1.1.353	RXN-9490,RXN-9491,RXN-9489
EC:3.1.1.94	RXN-9493,RXN-9488
EC:3.2.1.85	6-PHOSPHO-BETA-GALACTOSIDASE-RXN,LACTOSE6P-HYDROXY-RXN
EC:4.99.1.7	4.99.1.7-RXN
EC:2.4.1.182	LIPIDADISACCHARIDESYNTH-RXN
EC:1.13.11.5	HOMOGENTISATE-12-DIOXYGENASE-RXN
EC:1.14.12.15	1.14.12.15-RXN
EC:1.14.13.173	RXN-13506
EC:6.3.2.39	RXN-13056
EC:1.14.13.201	RXN-13509
EC:2.7.1.22	RIBOSYLNICOTINAMIDE-KINASE-RXN
EC:2.3.1.12	RXN0-1133,DIHYDLIPACETRANS-RXN
EC:6.2.1.14	6-CARBOXYHEXANOATE--COA-LIGASE-RXN
EC:1.2.4.1	RXN0-1134
EC:2.7.1.44	GALACTURONOKINASE-RXN
EC:1.2.2.1	FORMATE-DEHYDROGENASE-CYTOCHROME-RXN
EC:1.5.3.14	RXN-6421,RXN-10465,RXN-10747
EC:2.1.1.144	RXN0-2441
EC:3.2.1.39	3.2.1.39-RXN
EC:3.5.3.1	ARGINASE-RXN,RXN-34
EC:5.1.3.24	RXN0-5329
EC:2.6.1.52	PSERTRANSAMPYR-RXN,PSERTRANSAM-RXN
EC:2.4.1.256	RXN-5472
EC:1.14.11.31	RXN-8151,RXN-8147
EC:3.4.21.101	3.4.21.101-RXN
EC:3.6.1.54	LIPIDXSYNTHESIS-RXN
EC:1.14.99.1	PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN
EC:2.3.1.161	2.3.1.161-RXN
EC:2.8.2.29	2.8.2.29-RXN
EC:6.2.1.22	CITC-RXN
EC:2.1.1.38	2.1.1.38-RXN,RXN-9452
EC:3.1.1.2	ARYLESTERASE-RXN
EC:2.1.1.61	RXN0-5144
EC:1.2.7.3	2-OXOGLUTARATE-SYNTHASE-RXN
EC:2.3.1.153	RXN-7842,RXN-7843,RXN-7945,RXN-8233
EC:2.1.1.159	RXN-7598
EC:5.4.99.7	LANOSTEROL-SYNTHASE-RXN
EC:3.4.23.2	3.4.23.2-RXN
EC:2.5.1.51	2.5.1.51-RXN
EC:2.7.9.3	2.7.9.3-RXN
EC:1.1.1.317	RXN-12673
EC:1.14.13.148	RXN-12900
EC:1.1.3.42	RXN-12674
EC:5.5.1.20	RXN-12675
EC:1.14.13.83	R321-RXN
EC:4.4.1.23	4.2.99.19-RXN,RXN-8805
EC:2.1.1.245	RXN-12908
EC:3.4.21.105	3.4.21.105-RXN
EC:2.1.1.71	RXN4FS-2,2.1.1.71-RXN
EC:3.1.1.27	4-PYRIDOXOLACTONASE-RXN
EC:2.8.4.4	RXN0-6366
EC:1.7.99.4	RXN0-6369,RXN-16471,NITRATREDUCT-RXN
EC:1.1.1.305	RXN0-1861
EC:2.6.1.87	RXN0-1863
EC:2.1.2.13	RXN0-1862
EC:1.1.1.11	D-ARABINITOL-4-DEHYDROGENASE-RXN
EC:1.13.11.50	RXN-12017
EC:3.4.24.78	RXN-12014
EC:3.4.22.48	RXN-12015
EC:2.1.1.M1	RXN-12013
EC:3.4.23.47	RXN-12018
EC:1.8.4.10	RXN-12019
EC:6.2.1.26	O-SUCCINYLBENZOATE-COA-LIG-RXN,RXN-7614
EC:2.7.3.5	LOMBRICINE-KINASE-RXN
EC:1.1.98.2	RXN-11283
EC:3.6.3.43	3.6.3.43-RXN
EC:2.3.1.144	ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN
EC:2.8.3.13	2.8.3.13-RXN,RXN-14724,RXN-14051
EC:6.4.1.3	RXN1G-4355,PROPIONYL-COA-CARBOXY-RXN
EC:4.3.1.9	4.3.1.21-RXN
EC:3.2.1.40	QUERCITRINASE-RXN,RXN-16250,RXN-14574,RXN-13788,RXN-16249,RXN-16248,3.2.1.40-RXN
EC:3.2.1.66	QUERCITRINASE-RXN
EC:2.4.1.210	2.4.1.210-RXN
EC:2.1.1.109	2.1.1.109-RXN,RXN-9500
EC:1.1.3.37	1.1.3.37-RXN
EC:2.6.1.59	RFFTRANS-RXN
EC:4.2.3.22	RXN-8648
EC:5.1.3.20	5.1.3.20-RXN
EC:1.3.1.107	RXN-15543,RXN-9276,RXN-15514
EC:4.2.3.52	RXN-5143
EC:4.2.3.117	RXN-5142
EC:2.1.1.128	RXN-5141,2.1.1.128-RXN
EC:1.1.1.369	RXN-14148
EC:3.7.1.22	RXN-14149
EC:2.5.1.106	RXN-14418
EC:2.5.1.109	RXN-14419
EC:1.13.11.1	CATECHOL-12-DIOXYGENASE-RXN
EC:4.2.1.30	GLYCEROL-DEHYDRATASE-RXN
EC:1.14.13.177	RXN-14414
EC:1.14.21.10	RXN-14415,RXN-14416
EC:2.6.1.57	RXN-14147,TYROSINE-AMINOTRANSFERASE-RXN,2.6.1.57-RXN,PHEAMINOTRANS-RXN
EC:1.14.13.176	RXN-14413
EC:3.3.2.6	LEUKOTRIENE-A4-HYDROLASE-RXN
EC:3.6.3.29	3.6.3.29-RXN,ABC-19-RXN
EC:3.1.1.24	RXN-10083,3-OXOADIPATE-ENOL-LACTONASE-RXN
EC:5.3.3.4	RXN-10082,MUCONOLACTONE-DELTA-ISOMERASE-RXN
EC:5.5.1.7	RXN-10081,RXN-10100,RXN-9893,RXN-9892,RXN-10099
EC:2.3.1.174	RXN-10086,RXN-3641
EC:2.4.2.2	URA-PHOSPH-RXN,URPHOS-RXN,THYM-PHOSPH-RXN
EC:2.4.2.3	URA-PHOSPH-RXN,URPHOS-RXN
EC:2.7.1.90	2.7.1.90-RXN
EC:3.1.31.1	3.1.31.1-RXN
EC:1.14.99.22	ECDYSONE-20-MONOOXYGENASE-RXN
EC:2.4.1.10	RXN-9068,RXN-1804,RXN-1803,LEVANSUCRASE-RXN
EC:2.4.1.242	2.4.1.242-RXN,RXN-14378
EC:3.5.3.13	FORMIMINOGLUTAMATE-DEIMINASE-RXN
EC:3.5.99.4	R123-RXN
EC:1.1.1.81	HYDROXYPYRUVATE-REDUCTASE-RXN
EC:1.14.99.3	HEME-OXYGENASE-DECYCLIZING-RXN
EC:2.1.3.2	ASPCARBTRANS-RXN
EC:3.1.27.5	3.1.27.5-RXN
EC:1.14.13.134	RXN-12680,RXN-12682,RXN-12681
EC:3.5.1.17	ACYL-LYSINE-DEACYLASE-RXN
EC:2.3.1.167	2.3.1.167-RXN
EC:1.14.13.115	RXN-9689
EC:2.1.1.161	RXN-9680
EC:4.2.1.124	RXN-9684
EC:5.4.99.57	RXN-9685
EC:3.2.1.162	3.2.1.162-RXN,RXN-12428
EC:2.7.1.29	GLYCERONE-KINASE-RXN
EC:2.3.1.160	2.3.1.160-RXN
EC:2.7.1.148	2.7.1.148-RXN
EC:1.17.3.2	XANTHINE-OXIDASE-RXN,RXN-12615
EC:2.3.1.99	2.3.1.99-RXN
EC:1.3.5.6	RXN-12242
EC:2.4.2.44	RXN-12241
EC:1.3.99.28	RXN-12247
EC:3.1.4.1	3.1.4.1-RXN
EC:1.1.1.119	GLUCOSE-1-DEHYDROGENASE-NADP+-RXN
EC:4.2.1.40	GLUCARDEHYDRA-RXN
EC:2.7.7.5	SULFATE-ADENYLYLTRANSFERASE-ADP-RXN
EC:2.7.1.13	DEHYDOGLUCONOKINASE-RXN
EC:3.6.3.24	ABC-20-RXN,3.6.3.24-RXN
EC:6.2.1.20	RXN-13268,RXN-13266,RXN-13267,ACYLACPSYNTH-RXN
EC:2.7.8.36	RXN-13269
EC:4.1.99.5	RXN-13262,RXN-1025,OCTADECANAL-DECARBONYLASE-RXN
EC:6.2.1.l	RXN-13264,RXN0-5098,RXN-13623
EC:5.3.1.22	RXN0-305
EC:6.1.1.24	6.1.1.24-RXN
EC:1.3.1.98	UDPNACETYLMURAMATEDEHYDROG-RXN
EC:3.1.3.6	RXN-14124,RXN-14126,3-NUCLEOTID-RXN,RXN-14090,RXN-14115
EC:3.1.1.25	14-LACTONASE-RXN,GALACTONOLACTONASE-RXN
EC:2.3.1.42	RXN-15044,2.3.1.42-RXN
EC:2.3.1.80	2.3.1.80-RXN,RXN-13678
EC:3.1.12.1	RXN-15047
EC:1.14.13.ct	RXN-15040,RXN-15039
EC:2.5.1.81	RXN-8813
EC:2.1.3.7	RXN-8810,2.1.3.7-RXN
EC:1.1.1.364	RXN-15048
EC:1.13.11.74	RXN-8818
EC:1.14.11.39	RXN-14123
EC:6.3.2.43	RXN-15002
EC:3.4.21.7	3.4.21.7-RXN
EC:2.3.1.18	GALACTOACETYLTRAN-RXN
EC:2.1.1.43	HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN
EC:6.3.4.2	CTPSYN-RXN
EC:4.3.1.24	PHENYLALANINE-AMMONIA-LYASE-RXN
EC:4.3.1.25	PHENYLALANINE-AMMONIA-LYASE-RXN,RXN-9697,RXN-14987
EC:3.2.1.108	LACTASE-RXN
EC:1.3.1.78	RXN-5682
EC:1.3.5.2	RXN0-6554,RXN0-6491,DIHYDROOROTATE-DEHYDROGENASE-RXN
EC:1.16.1.9	RXN0-6555,RXN0-6941
EC:3.2.1.166	RXN-11554,RXN-11553
EC:2.1.1.198	RXN-11637
EC:2.1.1.174	RXN-11635
EC:2.1.1.183	RXN-11634
EC:2.1.1.182	RXN-11633
EC:3.2.1.53	3.2.1.53-RXN
EC:3.6.4.1	3.6.4.1-RXN
EC:6.1.1.15	PROLINE--TRNA-LIGASE-RXN
EC:3.4.11.2	RXN-13677,RXN-6642,3.4.11.2-RXN
EC:2.1.1.199	RXN-11638
EC:1.1.1.25	SHIKIMATE-5-DEHYDROGENASE-RXN
EC:1.14.13.22	CYCLOHEXANONE-MONOOXYGENASE-RXN
EC:2.1.1.249	RXN-8100
EC:2.1.1.250	RXN-8102
